SED_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SED54701,238,672,148,1053,164,654,118,936,420,1460,233,2114,675,1335,266,2271,696,1559,297,2547,679,1881,284,2849,596,1418,223,2235,304,733,159,1193,53,220,47,315,3816,9932,1768,15521,197,601,130,926,154,607,87,842,566,1377,202,2151,922,1113,251,2281,831,1320,226,2385,775,1588,223,2586,649,1180,202,2035,320,709,164,1186,69,319,74,469,4485,8818,1552,14853,429,1274,273,1977,315,1261,201,1775,991,2842,433,4262,1599,2445,513,4553,1530,2877,522,4935,1453,3473,508,5437,1249,2604,420,4267,619,1439,325,2382,118,543,118,778,8295,18750,3320,30370
SED54804,227,814,39,1079,155,859,56,1070,397,3247,375,4015,515,2922,248,3688,531,2147,147,2826,330,1827,124,2282,268,1311,89,1669,153,761,96,1017,29,322,90,438,2610,14219,1266,18091,334,694,57,1074,302,963,65,1329,594,3656,270,4515,735,2877,191,3797,674,2097,108,2873,417,1903,90,2409,383,1499,125,2006,227,1013,117,1357,39,635,144,817,3694,15328,1158,20182,558,1507,89,2155,458,1816,127,2401,988,6900,641,8535,1249,5801,439,7490,1200,4247,256,5697,747,3732,212,4692,647,2810,212,3673,384,1772,210,2370,74,956,230,1256,6310,29549,2423,38276
SED54905,466,850,39,1351,342,1287,86,1720,501,2588,223,3308,472,2177,144,2788,544,1835,136,2514,442,1822,118,2380,513,1633,104,2261,180,835,97,1115,39,319,74,437,3504,13357,1023,17882,367,677,42,1083,476,1183,72,1730,590,2552,173,3309,697,2072,132,2902,706,1917,105,2732,625,2022,105,2757,544,1824,130,2501,242,1007,129,1374,38,585,161,789,4290,13854,1053,19187,834,1525,75,2441,821,2471,159,3450,1085,5145,393,6624,1166,4251,276,5690,1252,3753,245,5250,1072,3845,222,5140,1058,3465,238,4763,422,1846,229,2494,80,906,240,1228,7789,27205,2072,37069
SED55005,226,1523,69,1818,198,1436,74,1711,247,2670,187,3106,460,3434,204,4100,437,2822,188,3453,237,2118,112,2466,206,1509,67,1788,97,579,43,718,5,178,30,216,2129,16271,972,19377,306,1332,60,1698,304,1266,62,1632,356,2846,188,3386,720,3510,142,4370,533,2855,105,3496,338,2127,67,2537,259,1481,72,1815,95,694,70,866,18,312,50,380,2934,16427,821,20179,532,2853,135,3513,502,2707,138,3343,603,5511,372,6493,1185,6943,345,8477,976,5677,291,6941,580,4241,178,5002,470,2988,140,3601,197,1282,112,1587,23,495,78,598,5059,32699,1798,39552
SED55102,234,1426,114,1769,133,1159,260,1549,232,2359,834,3424,376,2720,808,3903,458,2622,575,3663,292,2163,308,2769,262,1438,125,1832,114,620,51,788,9,134,13,157,2116,14647,3088,19852,345,1182,83,1609,172,1027,68,1269,386,2706,177,3270,668,2816,186,3668,669,2575,162,3404,449,2225,100,2774,312,1395,89,1795,115,565,50,726,10,145,6,163,3113,14639,923,18676,575,2606,200,3378,306,2183,325,2815,624,5065,1009,6695,1039,5534,993,7562,1122,5201,740,7062,740,4390,410,5541,576,2836,215,3624,228,1188,101,1517,21,276,26,321,5232,29286,4011,38522
SED55202,159,1180,77,1410,155,1322,110,1591,300,2686,245,3227,344,3018,280,3649,306,2519,224,3045,222,2145,159,2524,253,1774,102,2137,169,931,79,1177,28,284,65,382,1937,15861,1345,19148,198,1112,77,1392,211,1189,97,1497,378,2808,204,3393,529,2675,216,3424,408,2331,149,2890,342,2210,124,2675,314,1940,120,2378,192,1116,115,1426,36,489,122,649,2606,15878,1237,19713,356,2293,157,2805,363,2512,205,3084,678,5491,457,6624,880,5692,499,7068,712,4846,376,5940,565,4354,277,5199,569,3715,227,4513,361,2047,195,2600,61,780,191,1027,4541,31735,2578,38857
SED55306,234,965,75,1276,97,646,45,785,203,1584,205,1986,483,1977,253,2710,620,2068,238,2928,516,2036,194,2747,675,2028,154,2859,382,1042,115,1533,65,309,45,421,3275,12659,1329,17256,282,802,84,1172,86,556,47,685,299,1695,153,2146,844,2096,179,3115,796,2181,151,3134,731,2206,158,3098,906,1942,166,3005,360,1069,139,1570,75,543,51,670,4374,13083,1129,18591,513,1773,160,2447,181,1199,90,1471,496,3277,356,4130,1326,4069,430,5820,1415,4251,393,6063,1249,4243,352,5844,1581,3969,318,5866,743,2106,252,3104,145,851,97,1085,7651,25744,2452,35843
SED55405,202,778,69,1048,406,1964,223,2595,662,4656,473,5796,541,3078,277,3904,425,2096,208,2724,287,1806,165,2262,251,1228,128,1606,123,649,95,871,27,279,106,416,2924,16544,1755,21223,287,744,56,1086,532,1668,144,2350,781,3958,379,5117,726,2748,234,3703,570,1828,159,2557,386,1637,124,2145,324,1269,101,1693,163,795,149,1108,45,530,231,804,3801,15179,1576,20554,491,1521,125,2138,936,3636,366,4940,1446,8619,851,10916,1266,5829,509,7605,988,3927,370,5281,677,3444,292,4409,573,2502,229,3299,288,1439,247,1973,68,807,345,1221,6733,31720,3327,41774
SED55504,153,1439,60,1652,142,1316,75,1532,252,2765,210,3230,396,3038,205,3640,367,2657,193,3217,221,2138,146,2507,206,1532,69,1800,97,751,50,897,8,195,34,243,1838,15835,1041,18717,268,1193,68,1517,208,1212,54,1477,402,2989,118,3509,626,3087,135,3851,483,2723,108,3309,318,2152,78,2559,250,1619,74,1938,121,885,79,1082,18,319,66,399,2689,16178,777,19642,415,2626,123,3169,353,2527,128,3006,657,5759,331,6743,1020,6129,343,7490,852,5377,295,6526,543,4296,227,5058,447,3148,140,3736,216,1637,131,1979,27,516,99,643,4523,32014,1820,38364
SED55605,221,1636,108,1959,143,1355,87,1578,212,2529,243,2982,338,2599,297,3238,376,2835,253,3464,254,2431,164,2849,192,1243,65,1496,72,652,35,764,17,165,19,201,1812,15452,1272,18535,260,1477,83,1818,196,1214,70,1480,344,2677,145,3175,687,2693,159,3539,574,3078,140,3788,338,2346,82,2766,240,1317,57,1617,103,662,50,813,10,227,34,272,2760,15684,824,19269,474,3116,185,3775,333,2569,157,3062,553,5211,396,6161,1029,5290,455,6774,950,5907,397,7253,593,4777,247,5613,429,2566,122,3115,175,1317,82,1572,30,392,56,478,4572,31136,2094,37802
SED55706,205,865,129,1194,98,572,74,737,256,1411,226,1889,529,1639,288,2454,739,1924,370,3038,817,2263,277,3355,973,2005,249,3222,432,955,134,1519,53,295,61,404,4099,11928,1796,17821,251,736,114,1099,100,450,70,613,347,1442,150,1945,892,1668,238,2792,918,1826,269,3015,1040,2207,254,3502,1123,1778,217,3124,417,881,144,1447,65,373,78,515,5154,11363,1532,18046,451,1601,239,2300,191,1026,141,1355,604,2854,375,3828,1421,3305,517,5249,1660,3750,640,6052,1861,4472,531,6861,2100,3779,463,6345,851,1836,277,2963,116,670,139,924,9257,23295,3329,35874
SED55802,228,1379,83,1688,180,1466,59,1709,360,3702,271,4336,434,3406,235,4067,368,2512,164,3047,251,2303,119,2679,181,1307,58,1547,87,625,34,741,17,201,17,235,2105,16899,1047,20053,276,1238,61,1572,259,1400,94,1754,506,3963,305,4770,606,3213,230,4050,438,2750,135,3324,355,2298,104,2762,199,1364,62,1629,93,743,51,885,12,319,22,352,2736,17298,1061,21100,500,2613,146,3258,439,2867,158,3464,860,7671,576,9109,1038,6619,463,8117,803,5262,298,6368,606,4604,231,5439,380,2671,118,3170,183,1365,83,1629,22,521,39,591,4842,34200,2108,41149
SED55905,171,834,64,1069,194,1089,85,1369,287,2327,186,2804,328,2045,190,2566,359,1984,139,2472,292,2023,105,2417,241,1548,91,1876,147,938,110,1197,22,327,103,453,2045,13114,1064,16226,220,885,70,1178,299,1038,77,1413,429,2273,165,2867,540,1988,140,2663,509,2014,99,2622,377,2192,98,2671,363,1752,103,2216,195,1120,129,1438,23,555,189,766,2947,13824,1074,17837,393,1718,134,2245,495,2125,161,2780,715,4601,354,5670,868,4037,332,5229,861,3995,235,5098,668,4217,204,5089,601,3305,190,4092,346,2065,230,2638,49,885,293,1222,4991,26939,2136,34066
SED59494,10,67,44,118,21,151,131,295,44,380,394,822,46,359,532,926,41,288,513,842,43,292,333,667,51,246,145,444,14,58,48,118,0,7,9,14,266,1839,2147,4247,11,75,60,147,31,118,109,256,72,356,261,692,74,257,276,613,27,216,227,468,58,259,156,477,44,179,90,316,4,22,14,38,0,5,12,16,326,1497,1209,3030,20,143,107,261,55,270,237,562,116,740,656,1512,118,615,811,1543,69,503,742,1313,101,548,486,1144,90,430,237,758,14,78,61,155,0,12,23,30,589,3335,3355,7285
SED59797,0,3,7,7,0,15,13,25,0,51,44,99,10,75,76,157,3,52,46,103,0,29,20,55,0,6,4,14,0,0,0,0,0,0,0,0,19,235,203,455,0,0,0,3,3,7,5,11,0,6,3,14,3,3,3,11,0,5,8,9,0,5,0,3,0,5,0,4,0,0,0,0,0,0,0,0,7,28,19,61,0,5,3,6,4,19,15,31,4,62,46,116,18,75,79,170,3,61,51,109,0,36,21,62,0,10,3,18,0,0,0,0,0,0,0,0,27,265,223,516
SED60105,96,552,16,661,87,608,51,742,257,1488,103,1847,244,1112,73,1431,292,1065,41,1391,254,981,60,1291,236,854,60,1147,153,570,52,778,21,254,41,317,1633,7477,503,9606,134,539,20,692,133,600,34,767,301,1460,57,1820,311,1120,42,1480,339,1185,56,1578,271,1114,52,1433,317,1045,63,1429,157,794,68,1020,31,494,78,601,2003,8345,466,10814,232,1089,34,1357,222,1201,82,1507,561,2948,164,3665,556,2231,118,2907,627,2245,95,2973,522,2092,114,2726,551,1896,123,2568,310,1367,118,1792,51,751,122,917,3631,15826,965,20420
SED60106,31,148,18,204,20,132,16,168,53,312,36,396,81,257,25,367,95,313,29,440,154,434,39,624,174,420,41,638,61,209,26,300,13,54,22,93,691,2272,250,3222,33,117,15,164,20,121,10,152,68,266,20,360,113,249,39,402,123,333,21,477,172,468,44,686,172,349,43,573,78,211,39,332,8,88,56,149,795,2207,293,3294,65,263,43,371,42,254,20,318,125,579,52,756,194,504,67,761,224,646,53,915,327,899,85,1314,350,769,89,1209,147,417,71,636,19,146,72,238,1486,4482,544,6516
SED60113,140,926,49,1120,106,843,51,998,268,1836,114,2215,358,1596,81,2039,435,1769,117,2321,474,1972,127,2567,522,1683,121,2326,231,904,77,1213,34,261,47,336,2568,11788,776,15133,197,847,54,1093,128,753,36,910,342,1774,86,2203,540,1687,93,2324,568,1960,91,2621,588,2131,95,2819,591,1732,125,2451,229,1019,105,1349,26,383,61,474,3208,12270,759,16239,340,1773,104,2213,230,1596,89,1908,612,3604,204,4418,902,3276,176,4362,995,3725,204,4937,1065,4103,218,5382,1114,3418,245,4778,462,1922,180,2563,60,645,114,815,5775,24061,1535,31373
SED60115,119,925,126,1167,180,1171,156,1509,404,2506,268,3172,288,1832,162,2289,313,1883,172,2368,393,1949,135,2484,359,1589,126,2085,160,903,81,1143,24,266,20,312,2256,13020,1241,16520,157,857,92,1104,180,1003,130,1314,405,2326,220,2949,407,1843,137,2387,415,1918,135,2461,434,2013,110,2561,429,1640,129,2206,156,981,100,1233,26,428,44,493,2611,13006,1092,16709,275,1776,216,2274,367,2171,287,2818,814,4833,481,6124,701,3674,300,4675,732,3799,301,4831,829,3962,247,5039,797,3238,262,4288,318,1881,180,2378,48,694,59,799,4866,26028,2333,33231
SED60207,127,890,58,1078,97,844,44,987,253,1909,123,2285,285,1520,119,1915,363,1829,125,2311,378,1934,139,2449,490,1863,142,2492,238,1107,104,1449,30,329,54,409,2249,12219,908,15375,149,796,49,988,130,802,38,971,309,1992,126,2431,442,1609,85,2138,442,1984,93,2519,490,2143,134,2772,616,1978,141,2739,215,1242,138,1594,34,533,82,653,2816,13080,890,16789,277,1686,103,2062,225,1644,81,1953,562,3898,245,4706,723,3134,200,4054,798,3817,217,4826,869,4069,278,5219,1102,3841,292,5231,454,2353,244,3042,60,862,136,1057,5071,25299,1796,32167
SED60208,112,751,82,944,91,681,44,818,234,1417,100,1755,281,1260,111,1650,322,1528,122,1975,381,1889,117,2395,432,1490,126,2052,198,861,79,1132,24,254,34,317,2067,10135,821,13022,138,731,62,935,114,700,48,863,284,1491,85,1857,378,1314,91,1788,416,1689,112,2216,491,1967,106,2564,518,1545,108,2158,205,985,98,1290,22,430,32,486,2566,10849,750,14165,245,1480,145,1873,206,1380,93,1683,518,2908,185,3614,659,2571,203,3437,738,3221,236,4192,875,3856,223,4952,949,3036,231,4215,398,1845,182,2427,47,687,67,801,4635,20986,1567,27186
SED60209,150,807,95,1049,115,799,84,994,269,1758,162,2187,348,1539,173,2052,427,1825,183,2433,459,2153,167,2778,523,1750,161,2438,228,959,110,1289,22,295,50,370,2537,11881,1180,15599,169,747,88,1000,119,763,57,940,345,1698,166,2211,503,1561,147,2213,490,1857,158,2501,638,2090,158,2888,581,1708,161,2451,258,1000,123,1380,26,472,54,557,3132,11894,1122,16145,318,1552,184,2053,227,1555,146,1933,621,3455,326,4404,846,3102,319,4270,915,3682,340,4941,1101,4239,327,5667,1103,3457,326,4889,480,1958,232,2667,49,765,107,925,5669,23773,2301,31744
SED60301,62,411,27,495,43,416,20,475,144,1152,56,1346,121,838,43,1003,112,767,53,936,112,788,44,947,101,529,26,658,70,341,42,451,10,145,9,167,780,5388,322,6483,63,361,25,454,73,347,25,444,142,1069,56,1269,152,861,44,1058,121,814,41,981,141,861,42,1046,159,610,41,807,74,503,52,630,13,205,31,243,937,5634,355,6936,124,771,54,950,111,767,41,917,288,2217,110,2613,270,1697,93,2066,239,1587,92,1923,253,1646,81,1986,259,1141,66,1469,146,837,101,1085,23,351,41,410,1719,11020,679,13418
SED60302,94,745,44,878,147,938,49,1139,662,3167,208,4036,386,2000,106,2491,260,1615,97,1977,269,1707,93,2061,248,1270,88,1605,100,711,67,883,20,286,37,347,2197,12447,784,15425,127,712,62,893,186,921,57,1162,676,2789,205,3673,435,1885,114,2430,339,1627,93,2055,329,1729,79,2131,327,1478,84,1888,138,975,83,1196,35,515,51,597,2592,12623,820,16036,226,1452,106,1777,331,1863,107,2302,1341,5960,409,7714,823,3880,219,4921,600,3246,188,4035,596,3428,168,4195,575,2749,175,3493,239,1690,148,2081,59,802,91,947,4788,25071,1603,31461
SED60303,201,721,43,969,277,964,75,1324,688,2693,241,3627,473,1735,139,2343,612,1531,112,2250,520,1391,90,2002,497,1153,77,1732,172,567,57,796,28,203,19,247,3478,10959,854,15286,261,650,39,947,389,977,69,1432,907,2546,187,3642,660,1734,99,2488,721,1569,93,2386,595,1555,92,2241,563,1177,79,1824,218,675,72,964,29,380,69,473,4338,11266,792,16400,462,1370,83,1917,667,1942,144,2755,1596,5240,425,7263,1123,3469,239,4835,1330,3100,200,4636,1115,2943,177,4242,1062,2328,157,3553,394,1238,125,1759,56,582,87,725,7816,22228,1641,31689
SED60304,0,9,0,9,0,4,0,4,0,20,0,21,6,19,0,25,13,18,0,25,3,19,0,28,6,12,0,19,0,12,0,14,0,0,0,0,29,120,5,155,0,8,0,8,3,5,0,6,0,12,0,15,11,11,0,20,14,21,0,41,0,16,0,24,3,12,0,21,4,5,0,5,0,0,0,0,40,93,5,140,0,22,0,22,3,9,0,11,4,35,0,42,17,26,0,43,24,47,0,63,8,38,5,52,7,24,3,39,3,14,0,16,0,0,0,0,71,217,12,293
SED60310,151,470,13,639,199,574,37,803,435,1195,93,1725,262,842,54,1153,340,808,45,1190,319,801,47,1173,387,764,49,1202,154,458,24,643,20,187,7,218,2280,6096,376,8751,227,375,26,626,239,462,28,727,525,1078,91,1695,375,836,50,1252,442,866,37,1351,356,920,47,1327,408,857,60,1331,160,537,27,724,24,348,21,389,2748,6279,384,9413,379,849,40,1270,431,1036,62,1530,963,2273,187,3414,635,1674,102,2410,785,1672,83,2546,674,1721,99,2498,797,1622,106,2528,316,1000,44,1367,41,531,28,604,5026,12375,763,18169
SED60404,161,861,66,1089,95,665,40,803,234,1367,108,1710,422,1625,107,2150,491,1762,114,2364,539,1947,157,2640,561,1729,159,2458,233,833,88,1151,14,188,43,250,2767,10969,885,14615,207,660,36,907,125,555,42,730,322,1419,116,1856,644,1605,109,2361,664,1722,115,2505,660,2017,139,2812,613,1636,130,2381,186,801,96,1086,29,286,52,367,3446,10701,840,14988,371,1517,105,1998,224,1222,82,1525,555,2785,228,3563,1065,3231,214,4510,1156,3482,229,4865,1201,3962,293,5450,1179,3366,296,4833,424,1633,182,2239,42,476,97,612,6210,21666,1725,29602
SED60410,93,355,17,458,76,374,21,464,261,962,43,1271,212,779,28,1012,202,566,38,812,152,575,18,740,172,548,17,736,105,361,24,489,16,138,12,167,1282,4651,206,6142,95,296,13,409,96,337,14,440,288,1015,39,1344,306,769,36,1109,274,689,26,986,201,692,20,912,288,662,34,988,120,480,38,640,18,200,17,238,1689,5148,233,7072,188,651,27,871,168,708,28,908,551,1980,79,2616,518,1549,62,2126,480,1262,64,1802,355,1263,39,1653,457,1212,48,1718,227,838,64,1131,33,339,27,400,2974,9795,441,13215
SED60411,102,625,36,767,101,703,39,841,360,1826,90,2274,314,1525,64,1904,352,1369,59,1775,335,1413,70,1818,443,1267,72,1786,259,867,81,1203,37,386,61,486,2294,9983,571,12853,165,563,33,767,128,605,33,769,371,1756,83,2210,439,1543,67,2047,424,1474,53,1951,405,1689,71,2159,539,1541,105,2185,292,1137,95,1523,48,715,84,845,2813,11018,622,14460,269,1189,71,1525,229,1310,71,1606,727,3583,177,4490,755,3071,130,3951,778,2843,107,3730,740,3103,140,3985,982,2815,179,3972,553,1999,181,2727,81,1102,147,1331,5111,21007,1195,27314
SED60414,119,633,59,815,85,642,83,800,202,1545,253,2002,280,1302,241,1824,288,1264,121,1680,274,1347,103,1722,271,1055,74,1401,100,440,46,588,3,111,8,121,1622,8335,988,10945,141,567,36,742,86,610,37,723,284,1589,107,1979,369,1422,101,1888,325,1344,53,1726,309,1470,54,1830,284,1067,62,1410,112,537,50,702,15,160,16,185,1928,8764,514,11202,259,1200,97,1554,166,1248,119,1527,491,3133,356,3980,654,2720,342,3715,618,2611,180,3407,580,2815,151,3551,552,2124,136,2809,218,979,96,1294,23,267,24,311,3551,17096,1501,22147
SED60501,61,585,85,730,51,585,55,690,89,1071,96,1264,157,1010,131,1299,134,1122,117,1373,179,1215,101,1493,175,947,100,1222,59,423,41,525,8,90,14,110,911,7047,748,8710,59,522,85,664,50,570,68,683,130,1199,124,1455,219,1063,98,1380,190,1099,91,1381,199,1140,96,1443,185,936,82,1193,57,420,60,531,5,134,15,155,1095,7077,718,8885,117,1109,170,1392,104,1156,124,1376,214,2273,227,2718,375,2069,231,2682,331,2215,210,2751,379,2359,199,2938,361,1880,178,2417,114,849,96,1058,19,215,35,265,2013,14123,1460,17596
SED60505,37,251,8,295,21,230,10,265,66,484,16,568,101,421,18,540,113,523,28,667,102,624,20,745,91,476,23,583,50,262,20,331,5,85,7,95,574,3360,158,4097,53,199,7,263,31,232,7,275,70,491,10,574,122,462,21,612,138,605,26,772,122,599,26,744,129,507,33,662,58,361,17,437,3,155,10,165,728,3612,162,4505,84,449,17,556,54,467,18,539,135,973,30,1141,227,884,42,1153,249,1128,62,1437,221,1226,42,1490,215,981,53,1245,113,624,36,773,5,240,17,261,1308,6971,320,8601
SED60506,106,603,73,777,71,583,39,698,223,1262,93,1574,259,1170,98,1520,343,1412,106,1857,477,1775,163,2411,528,1786,169,2473,231,886,98,1211,28,255,32,314,2250,9725,864,12834,130,507,68,702,115,549,40,696,220,1305,94,1619,404,1139,94,1632,431,1449,106,1987,577,1830,178,2587,598,1540,128,2265,220,880,114,1216,24,307,39,364,2710,9501,850,13063,239,1106,136,1475,182,1131,82,1393,442,2562,183,3191,660,2303,190,3154,766,2858,215,3842,1050,3603,341,4999,1123,3322,293,4739,448,1766,207,2423,48,565,68,682,4962,19221,1717,25902
SED60508,26,102,15,140,19,90,11,121,26,222,31,278,40,192,20,259,58,277,27,366,84,399,37,510,87,279,32,396,38,119,12,176,0,32,7,40,381,1707,189,2275,24,92,18,132,14,68,8,100,28,180,23,232,63,193,31,286,76,287,34,396,100,336,28,467,109,220,22,351,40,97,12,152,0,43,3,49,455,1525,182,2166,49,193,25,271,35,160,24,214,58,400,49,505,108,386,50,544,132,564,59,760,186,735,63,981,195,496,56,750,78,218,29,324,5,72,14,89,841,3227,371,4438
SED60512,98,771,102,962,93,691,60,834,207,1707,134,2041,268,1496,119,1879,291,1680,131,2104,480,2080,179,2743,517,1840,177,2533,211,853,112,1172,20,230,29,274,2176,11340,1030,14545,96,610,68,779,109,636,49,792,281,1718,142,2146,383,1449,142,1975,386,1722,132,2238,554,2052,168,2778,557,1647,144,2347,206,764,97,1064,24,282,37,344,2604,10881,972,14458,193,1379,167,1737,197,1325,109,1631,489,3422,272,4181,648,2940,259,3847,681,3400,257,4346,1039,4137,347,5522,1070,3488,319,4875,411,1619,204,2233,47,510,67,622,4781,22221,1998,29000
SED60514,24,199,6,230,39,211,9,258,68,542,29,640,102,513,27,636,90,472,19,587,83,542,11,641,114,453,26,591,39,227,22,276,8,62,0,76,562,3215,161,3937,34,172,17,219,34,230,13,272,90,551,19,664,113,556,23,690,113,528,24,662,107,590,14,713,103,480,34,617,54,241,30,321,4,90,8,101,652,3436,168,4254,60,371,23,453,65,441,16,528,162,1093,53,1305,217,1061,51,1329,205,998,40,1246,195,1132,26,1352,220,934,61,1212,87,467,49,603,12,150,13,172,1213,6654,328,8195
SED69494,4,28,9,43,11,51,9,71,6,87,37,135,9,61,29,99,10,89,29,130,8,64,32,104,10,41,46,90,0,11,4,18,0,0,0,0,59,438,197,689,8,35,7,48,3,37,8,53,9,64,15,92,9,73,21,97,13,49,17,78,17,55,21,98,8,33,27,72,0,5,7,13,0,0,0,4,77,354,126,561,12,64,21,95,16,91,17,119,24,151,50,228,16,136,50,198,25,136,46,203,25,120,57,199,13,73,71,163,5,18,13,31,0,3,0,3,136,788,322,1248
SED69797,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19
SED70001,10,369,41,423,17,338,27,375,36,676,67,785,41,535,67,636,41,469,47,547,39,295,36,371,10,91,17,124,4,19,4,30,0,0,0,3,195,2792,305,3295,9,299,38,345,14,341,18,375,50,726,89,860,47,528,62,646,51,446,63,554,48,256,39,338,12,104,19,135,0,20,0,25,0,6,0,8,222,2728,327,3280,13,671,84,769,27,682,44,754,86,1401,153,1645,87,1069,131,1280,83,915,106,1105,87,548,73,707,24,198,39,261,4,43,8,55,0,3,0,9,419,5516,632,6577
SED70002,42,220,24,288,12,201,21,233,113,717,85,914,138,622,58,820,114,438,38,596,89,404,38,527,54,206,17,281,12,67,8,84,0,13,0,13,581,2886,290,3762,58,205,18,281,26,233,20,276,155,838,74,1068,173,578,67,825,134,504,50,687,102,397,33,522,56,191,21,271,32,72,3,108,4,23,0,36,742,3042,296,4078,101,424,45,570,38,427,44,505,266,1555,164,1989,314,1201,132,1646,246,944,87,1281,190,791,64,1055,113,397,39,552,45,138,15,198,4,37,6,48,1325,5924,589,7843
SED70003,9,350,44,408,15,376,68,461,53,760,135,951,57,539,115,713,44,393,79,509,29,250,46,322,9,118,23,154,4,23,8,35,0,8,0,8,221,2809,528,3556,7,344,40,388,13,358,46,414,69,736,104,908,66,582,69,714,55,409,40,511,43,272,31,346,6,119,10,132,4,20,4,24,0,3,0,3,266,2842,350,3456,19,696,82,799,31,735,115,877,128,1495,234,1858,120,1117,187,1425,95,802,121,1023,71,522,80,671,22,234,38,288,6,39,16,59,0,8,0,8,491,5648,871,7016
