LGA_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
LGA58540,0,14,5,18,0,11,0,12,0,31,3,38,5,40,4,43,7,48,15,65,8,60,13,77,8,41,8,57,3,17,3,29,0,4,0,6,34,275,45,356,0,15,3,17,0,4,0,5,3,36,0,36,7,39,6,55,7,39,6,49,9,53,9,73,6,32,3,45,3,19,0,26,0,3,0,3,33,240,37,314,3,25,4,38,5,22,0,19,3,65,4,75,7,73,18,101,15,84,17,114,21,115,15,152,12,79,14,102,5,42,6,50,0,7,0,12,69,514,88,670
LGA58570,40,600,19,658,55,1021,101,1174,187,3531,368,4087,226,2840,206,3269,306,1949,145,2397,321,1516,123,1962,160,986,77,1217,57,454,47,554,19,174,27,221,1365,13063,1116,15548,26,594,15,632,71,1213,93,1373,214,3729,270,4222,285,2609,134,3031,437,1740,83,2257,478,1322,72,1869,212,974,78,1267,59,529,50,645,8,395,36,438,1799,13112,838,15743,60,1187,34,1286,122,2237,194,2549,397,7263,646,8305,511,5451,344,6304,746,3685,225,4660,803,2836,195,3835,378,1965,145,2485,115,985,102,1197,28,568,61,667,3163,26173,1954,31291
LGA58610,0,35,7,43,0,26,5,29,3,69,12,83,9,75,13,97,9,81,10,100,12,114,12,130,13,118,14,145,11,62,9,78,3,15,0,14,67,588,81,732,4,32,8,41,3,30,3,37,5,69,15,86,16,59,15,89,15,80,12,107,23,109,13,145,20,99,17,143,10,53,9,73,0,24,3,31,106,552,90,743,5,62,13,87,0,50,10,66,11,139,21,173,27,137,23,191,22,161,22,207,42,218,25,277,33,221,33,284,17,114,21,152,6,42,5,47,173,1138,170,1479
LGA58680,0,10,3,12,0,13,3,14,0,13,3,27,8,21,4,32,6,29,7,48,6,36,13,55,5,28,8,41,0,15,7,20,0,5,3,6,28,168,55,249,0,5,3,12,0,3,0,7,0,13,3,19,5,19,4,29,7,29,11,51,4,23,6,33,6,23,8,31,0,15,6,21,0,0,0,3,29,136,46,209,0,16,10,27,0,15,5,24,8,31,9,47,12,36,14,57,15,62,17,96,5,61,17,84,7,53,15,72,5,33,15,48,0,7,0,9,59,304,100,463
LGA58760,250,6493,361,7110,292,6143,427,6865,653,12273,967,13891,1105,12880,961,14944,1358,11797,911,14063,1127,8898,641,10667,738,5935,315,6984,410,2940,231,3582,102,780,150,1028,6036,68140,4953,79132,315,6135,341,6785,375,5888,311,6573,1294,13186,722,15201,2051,13248,679,15975,2290,11745,584,14617,2023,8676,404,11111,1135,6302,343,7789,392,3497,330,4224,72,1258,261,1597,9947,69934,3976,83860,568,12627,697,13890,669,12034,736,13443,1944,25461,1690,29094,3157,26123,1639,30915,3642,23541,1495,28677,3150,17580,1044,21776,1872,12241,657,14772,801,6441,560,7804,180,2038,411,2623,15986,138081,8933,162994
LGA58820,4,109,4,118,4,87,13,96,10,148,17,172,19,190,35,240,24,230,37,293,40,255,28,322,34,263,26,329,12,125,16,152,4,32,10,47,141,1446,189,1775,4,110,14,124,5,61,10,74,22,157,13,190,43,180,13,236,62,201,24,288,66,252,22,335,37,242,17,297,16,109,27,151,5,40,17,61,256,1342,162,1756,10,213,22,244,7,148,19,173,30,297,38,369,58,376,49,482,92,431,57,578,99,506,50,660,73,509,49,627,29,233,42,305,8,70,27,106,402,2785,350,3533
LGA58890,0,9,3,15,0,18,0,23,0,19,0,24,5,27,12,46,0,44,3,55,11,61,8,85,8,47,3,59,0,23,5,30,0,9,3,13,29,274,42,343,0,13,0,18,0,8,0,8,0,23,9,33,0,28,8,38,16,41,7,60,13,46,5,59,7,40,6,55,3,13,4,19,0,6,0,8,37,221,37,300,0,26,5,29,0,27,0,32,0,45,8,58,3,56,21,85,20,89,10,123,22,106,14,149,14,86,3,105,3,39,8,46,0,18,4,24,67,491,82,636
LGA59030,0,0,0,0,0,0,0,0,0,7,3,11,0,19,0,19,3,9,0,10,4,22,0,22,0,19,0,24,4,5,0,13,0,4,0,3,7,83,12,102,0,3,0,0,0,4,0,4,0,11,3,18,0,7,3,11,4,3,0,8,7,15,0,24,0,7,0,13,3,5,0,10,0,6,0,4,19,72,12,102,0,6,0,4,0,9,0,9,3,19,11,32,0,23,5,30,6,17,0,24,9,38,0,46,0,32,3,38,3,13,5,19,0,8,3,6,28,157,22,203
LGA59100,0,7,0,9,0,14,5,20,4,31,5,37,3,24,4,30,7,36,6,43,10,49,13,69,7,33,11,53,0,24,5,23,0,6,0,4,37,212,45,294,0,6,0,14,0,9,3,13,4,27,3,34,9,28,7,38,5,27,8,37,14,39,15,61,6,24,0,25,4,21,7,29,0,9,4,10,38,185,42,263,3,12,4,23,0,23,10,31,10,56,8,75,11,49,11,67,15,59,15,86,17,83,25,123,11,55,12,81,4,47,6,57,0,13,3,18,72,391,91,552
LGA59170,0,18,0,17,0,17,6,22,4,39,6,53,6,66,11,85,5,50,9,63,10,52,3,72,3,42,8,54,0,28,3,38,0,4,0,13,34,330,50,408,0,11,0,13,0,10,3,12,8,46,5,56,9,57,4,64,9,45,5,58,12,59,11,84,9,33,9,54,3,28,5,33,0,10,0,9,43,299,50,389,0,28,3,37,0,28,9,34,7,87,11,106,12,120,19,152,13,97,12,121,19,118,11,154,18,78,19,111,3,55,12,65,0,11,3,17,77,630,99,803
LGA59250,0,12,7,16,3,23,15,35,7,40,33,73,0,33,29,59,6,29,22,57,0,17,7,30,0,12,7,22,0,0,0,8,0,0,0,0,14,176,112,303,0,3,5,5,0,8,0,11,0,19,10,31,4,13,9,34,3,17,8,31,0,14,0,12,0,10,6,16,0,0,0,6,0,0,0,0,11,91,37,140,0,17,11,24,3,32,12,46,6,62,39,108,9,47,43,95,4,53,27,88,0,30,15,42,0,25,9,39,6,4,0,13,0,0,0,0,23,271,155,452
LGA59310,0,16,4,22,0,27,6,35,0,72,11,86,12,65,9,79,11,67,10,82,11,87,11,106,13,85,6,104,5,35,5,45,0,5,0,11,45,467,56,569,0,17,0,18,0,24,5,26,0,59,4,64,10,67,7,82,10,53,5,64,18,66,8,92,15,63,7,91,6,21,0,33,0,9,0,9,62,390,35,486,0,37,4,39,0,52,6,58,0,134,14,149,23,132,16,166,20,120,17,149,24,157,19,201,30,149,18,191,8,63,7,75,0,19,0,20,105,855,91,1058
LGA59320,0,7,0,10,0,10,0,8,3,15,4,27,6,12,5,20,7,23,0,29,7,40,5,51,0,28,3,34,0,9,0,15,0,0,0,4,20,141,22,187,0,4,0,8,0,4,0,4,0,18,0,17,7,19,4,27,4,18,0,25,7,20,0,35,0,20,3,32,0,4,5,13,0,5,0,5,25,127,21,167,0,11,0,15,0,14,0,17,5,34,6,43,10,38,9,49,9,39,3,52,15,58,4,84,4,52,6,61,0,16,9,22,0,6,0,3,49,268,40,357
LGA59330,0,5,0,4,0,8,0,7,0,17,0,16,4,17,0,26,4,28,0,36,8,33,0,40,3,30,0,45,5,24,4,35,0,3,0,3,25,165,21,216,0,7,0,5,0,8,3,9,0,20,4,28,0,19,0,23,3,13,4,24,6,17,3,34,5,26,5,43,0,25,0,31,0,0,3,6,25,142,27,194,0,12,0,14,0,12,3,15,5,39,5,47,4,32,4,45,10,42,3,58,15,56,4,78,7,60,14,82,7,52,8,65,0,4,4,9,53,309,49,409
LGA59340,10,143,39,197,13,159,49,217,29,463,112,600,34,404,100,536,26,370,113,507,19,343,84,452,21,178,55,256,0,56,17,80,0,4,0,7,151,2125,563,2836,15,153,42,204,28,171,45,241,50,523,129,706,50,424,94,568,62,358,92,523,49,320,70,440,13,120,33,166,5,40,15,62,0,9,5,17,270,2115,529,2921,24,298,79,397,44,327,91,464,77,983,240,1302,88,822,193,1102,94,737,204,1030,68,663,159,889,36,297,89,418,9,98,33,136,0,15,12,25,430,4239,1090,5761
LGA59350,0,0,0,0,0,12,13,30,0,39,44,85,0,14,20,34,4,16,19,32,0,12,11,19,0,9,6,16,0,6,0,4,0,0,0,0,7,97,121,224,0,0,0,6,0,4,5,6,0,11,6,17,0,5,9,8,0,14,7,19,4,6,4,14,0,8,0,5,0,6,0,4,0,0,0,4,5,50,28,86,0,0,0,9,0,14,18,31,3,48,52,106,0,17,28,46,3,24,21,52,4,13,15,33,0,11,7,25,0,7,4,7,0,0,0,4,13,147,147,313
LGA59360,0,12,0,9,4,21,11,33,0,83,33,117,8,75,36,111,9,89,35,137,10,105,29,143,5,60,12,77,4,19,6,29,0,6,0,9,39,470,168,671,0,0,0,0,0,14,0,18,5,50,12,66,0,46,11,55,10,67,14,93,6,57,3,73,7,37,7,52,0,15,0,21,0,8,3,9,36,294,51,388,0,15,0,18,0,33,11,46,8,130,52,187,6,120,38,169,20,160,44,222,20,161,35,215,16,97,22,127,8,39,9,50,3,14,7,21,73,772,217,1055
LGA59370,7,56,10,74,0,40,5,43,7,104,18,125,24,113,16,153,26,135,27,186,48,232,33,314,30,289,30,355,15,152,18,188,0,38,13,52,155,1165,171,1487,4,49,0,54,7,34,8,45,12,96,17,121,28,137,13,176,50,132,16,197,74,218,22,311,59,256,15,331,14,133,33,179,4,49,4,54,242,1107,132,1476,11,106,13,129,4,79,13,88,19,200,27,249,50,250,25,327,71,273,42,385,120,448,55,624,87,545,46,680,28,292,57,369,7,83,18,108,393,2269,298,2964
LGA59499,12,65,44,118,14,157,133,295,27,402,391,822,38,359,531,926,36,297,514,842,29,303,331,667,25,269,152,444,3,64,48,118,0,7,9,14,175,1922,2149,4247,12,74,60,147,12,141,103,256,21,404,266,692,55,277,284,613,38,213,219,468,43,278,160,477,24,197,95,316,0,23,14,38,0,5,12,16,205,1613,1215,3030,22,137,104,261,24,297,237,562,51,803,659,1512,88,637,809,1543,67,508,737,1313,70,578,493,1144,50,467,243,758,5,92,61,155,0,12,23,30,380,3536,3360,7285
LGA59799,0,3,7,7,0,9,13,25,0,54,44,99,6,82,71,157,0,54,46,103,0,30,20,55,0,6,4,14,0,0,0,0,0,0,0,0,15,243,202,455,0,0,0,3,0,5,5,11,0,8,3,14,0,9,3,11,0,5,8,9,0,5,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,39,19,61,0,5,3,6,0,15,15,31,0,67,46,116,6,90,80,170,0,61,48,109,0,35,21,62,0,9,3,18,0,0,0,0,0,0,0,0,15,280,222,516
LGA60210,8,93,19,125,12,84,15,109,20,203,19,238,29,252,24,307,62,300,24,386,97,527,53,675,82,599,62,747,44,260,36,343,5,57,9,71,360,2376,262,2998,12,72,10,98,10,92,9,107,34,195,23,251,67,249,26,336,91,322,31,445,167,473,44,688,104,448,42,592,48,224,24,303,0,69,14,86,534,2146,220,2900,22,166,30,221,19,178,20,214,53,394,39,489,96,503,49,644,158,620,55,827,260,1002,102,1358,188,1052,101,1339,96,486,61,643,6,126,23,155,898,4516,483,5892
LGA60410,23,531,52,609,34,522,38,598,90,1126,75,1290,133,909,88,1135,119,946,72,1128,134,813,48,992,107,676,56,836,42,295,25,364,5,55,10,69,690,5869,460,7016,20,455,56,533,42,562,50,652,233,1177,94,1507,263,939,70,1267,255,900,46,1208,225,800,60,1087,139,714,48,901,47,316,33,397,6,96,10,106,1237,5962,472,7666,54,985,105,1141,71,1083,91,1247,324,2303,171,2798,395,1852,155,2401,376,1847,122,2336,357,1613,113,2081,248,1383,103,1740,91,606,60,757,11,157,16,176,1926,11830,933,14683
LGA60610,28,544,51,613,25,514,39,578,85,1107,71,1262,119,879,62,1062,167,1007,90,1258,182,999,67,1249,112,840,57,1008,79,468,44,591,18,142,10,169,814,6492,487,7792,31,548,45,630,50,550,30,630,187,1095,66,1344,224,923,68,1216,264,998,71,1330,306,1017,47,1373,193,837,55,1084,64,518,58,634,15,244,18,280,1335,6725,463,8526,54,1090,100,1243,79,1061,68,1208,272,2202,135,2609,338,1804,133,2276,427,2000,162,2584,495,2013,113,2624,300,1680,109,2097,142,985,99,1223,38,383,31,450,2145,13222,949,16319
LGA60810,37,555,54,648,29,485,26,540,77,975,65,1114,144,898,83,1118,167,1081,80,1329,242,1415,80,1737,226,1220,99,1545,112,664,69,844,24,200,31,255,1053,7501,588,9135,27,573,38,633,55,467,34,551,147,989,57,1189,217,937,67,1220,339,1152,71,1559,436,1382,78,1898,299,1229,84,1612,124,776,88,991,8,352,25,392,1656,7850,537,10046,58,1123,96,1279,82,955,62,1095,222,1962,123,2301,360,1838,144,2344,507,2231,151,2888,679,2796,156,3635,526,2449,182,3157,235,1444,159,1834,37,556,58,646,2709,15355,1123,19182
LGA61010,7,53,12,69,3,55,8,64,14,101,10,126,7,104,24,134,17,133,13,165,28,212,30,270,19,200,22,247,3,85,9,99,0,13,0,17,106,949,136,1189,0,39,10,51,0,39,9,50,13,97,8,119,25,98,7,133,24,95,5,126,40,147,25,206,28,152,13,192,6,57,3,72,5,9,0,9,138,721,91,950,5,85,25,115,5,96,16,117,25,202,21,243,39,194,30,265,46,226,19,295,66,357,55,471,48,352,39,437,16,139,21,166,5,16,6,32,246,1670,225,2139
LGA61210,7,205,28,245,9,178,17,205,29,475,50,552,44,365,56,462,57,411,42,506,85,472,47,603,47,402,44,492,25,180,32,240,4,53,15,76,307,2735,328,3372,9,191,33,237,10,165,19,189,57,375,47,470,70,322,39,429,97,364,35,496,127,420,32,575,74,358,48,480,21,186,32,233,0,81,12,96,463,2455,289,3205,20,398,56,474,24,339,31,398,82,848,98,1022,111,686,95,887,155,774,72,1006,214,889,79,1178,120,756,96,969,49,369,60,473,6,129,27,170,771,5188,619,6572
LGA61410,74,1436,107,1616,86,1463,123,1674,248,3739,371,4353,345,3168,324,3832,494,2872,192,3560,641,2875,180,3693,481,2674,152,3313,222,1499,140,1863,50,498,80,626,2633,20231,1665,24529,76,1394,72,1545,100,1365,68,1531,384,3685,189,4259,617,3257,169,4045,798,2899,114,3809,1070,2950,125,4147,687,2869,176,3734,285,1862,166,2312,37,900,116,1049,4047,21177,1201,26432,152,2834,183,3162,187,2825,195,3207,630,7427,553,8611,960,6429,492,7877,1292,5772,309,7369,1712,5823,307,7837,1166,5547,329,7047,506,3362,306,4175,87,1396,191,1673,6680,41413,2866,50955
LGA61510,13,305,34,347,14,283,17,319,52,514,41,606,66,546,58,669,86,571,56,712,122,655,42,821,83,497,47,626,45,239,17,304,9,67,5,81,479,3680,325,4480,22,253,42,317,25,259,28,307,85,494,44,626,145,487,41,676,163,533,50,748,162,574,39,772,98,475,41,616,30,268,32,331,7,90,18,117,746,3431,336,4509,39,555,71,663,37,540,51,629,130,1010,84,1228,211,1037,100,1343,251,1107,105,1461,285,1230,77,1593,184,974,91,1238,73,504,53,631,18,156,26,197,1224,7106,657,8993
LGA61610,32,677,43,751,36,636,34,706,87,1495,105,1686,140,1109,68,1322,225,1269,72,1561,251,1237,97,1586,199,1219,96,1511,107,759,75,941,30,199,36,267,1107,8601,618,10335,43,627,35,701,56,610,34,698,200,1468,100,1763,295,1140,62,1496,362,1277,60,1702,429,1289,93,1807,304,1336,88,1732,107,841,96,1045,10,368,70,454,1803,8944,632,11386,75,1298,76,1453,91,1248,62,1410,294,2960,198,3450,437,2246,129,2817,582,2542,133,3255,683,2527,181,3389,502,2553,186,3243,210,1597,173,1984,40,567,108,717,2917,17552,1255,21720
LGA61810,13,151,22,186,9,134,14,157,21,313,38,363,36,261,28,322,51,312,21,388,74,430,36,540,50,427,47,522,25,191,25,243,7,52,24,87,282,2271,260,2814,9,129,19,156,7,129,9,148,38,276,19,332,61,258,29,342,95,312,26,427,133,429,43,604,77,354,48,480,24,219,44,283,11,73,53,132,451,2178,277,2907,21,279,44,344,15,265,21,301,53,597,55,701,95,518,59,666,141,624,43,813,207,859,82,1145,131,779,100,1003,49,408,66,529,18,123,74,217,733,4443,543,5718
LGA62010,5,14,0,16,0,8,3,13,4,21,0,26,0,34,0,40,8,39,10,56,9,73,8,86,17,93,4,114,10,45,0,58,0,8,0,8,52,333,30,413,0,11,0,12,0,5,0,5,6,18,0,24,14,36,12,59,7,43,0,47,11,63,8,82,21,67,0,93,7,31,0,47,0,15,0,14,62,296,24,384,6,23,0,24,0,14,3,16,4,47,0,53,9,75,14,97,15,86,7,108,18,129,15,170,37,158,9,200,16,82,9,107,0,19,0,20,121,626,59,799
LGA62210,8,180,22,211,16,138,9,164,34,269,30,330,37,270,34,339,55,319,24,406,83,483,40,605,67,462,39,565,29,224,19,268,4,59,12,75,335,2403,223,2970,9,145,25,183,14,127,4,152,63,276,25,362,80,261,24,367,103,328,22,452,131,390,28,550,88,411,34,533,30,217,20,264,0,75,7,86,522,2231,195,2943,21,325,46,394,25,266,17,307,93,550,52,694,114,534,54,705,161,646,56,855,213,872,63,1155,152,871,74,1098,60,433,41,535,5,141,14,163,857,4639,416,5912
LGA62410,5,69,9,86,5,78,12,93,16,223,22,262,19,194,16,233,29,244,16,283,63,382,28,478,58,437,44,545,25,229,25,279,12,56,7,71,227,1922,178,2327,3,55,6,66,4,45,5,57,27,208,32,260,40,169,16,226,57,207,12,273,100,359,39,493,75,401,42,513,28,183,25,234,9,52,10,67,343,1674,178,2194,8,128,14,151,9,126,14,146,44,424,52,525,67,365,37,464,91,450,27,559,166,742,63,970,132,842,80,1062,52,410,51,513,10,107,15,134,569,3594,355,4516
LGA62610,61,1155,82,1298,87,1374,68,1527,316,4474,269,5060,320,2820,158,3294,369,2234,159,2764,441,2260,127,2826,256,1739,107,2106,154,968,117,1241,43,389,44,476,2044,17415,1131,20588,72,1101,92,1268,127,1325,71,1530,414,3945,263,4623,559,2547,161,3268,603,2137,124,2869,666,2193,120,2975,425,1962,125,2512,174,1408,142,1721,42,636,78,759,3084,17246,1191,21517,131,2255,178,2563,222,2696,137,3057,728,8418,531,9677,873,5367,321,6561,973,4372,290,5634,1104,4450,246,5799,685,3698,238,4619,327,2379,258,2965,79,1027,123,1238,5132,34663,2318,42106
LGA62810,48,1354,61,1463,93,1862,107,2060,263,4768,360,5385,263,2935,195,3391,412,2613,155,3178,515,2315,135,2964,347,2247,123,2717,154,1152,78,1380,57,380,27,463,2158,19631,1227,23016,68,1311,61,1444,120,1874,96,2095,340,4732,286,5356,425,3022,145,3590,709,2591,136,3437,863,2324,136,3324,582,2248,129,2956,216,1312,107,1638,42,735,79,864,3359,20161,1182,24702,122,2671,124,2910,214,3732,208,4156,601,9500,643,10747,690,5958,341,6989,1120,5210,292,6619,1379,4640,262,6288,925,4492,253,5670,371,2458,188,3018,105,1118,110,1331,5520,39786,2415,47720
LGA63010,29,445,54,525,27,351,31,411,64,746,78,884,116,860,68,1042,170,956,66,1186,205,1130,108,1448,146,1060,107,1311,58,461,62,587,14,90,32,136,828,6095,601,7525,14,375,27,411,23,311,32,368,106,772,79,954,188,853,63,1100,251,910,86,1243,316,1110,99,1526,182,969,79,1236,44,438,77,556,3,154,34,196,1131,5895,580,7599,42,814,80,935,57,661,65,777,165,1523,156,1842,303,1715,129,2141,419,1862,147,2432,520,2244,210,2976,331,2026,187,2545,104,899,139,1140,22,248,69,333,1960,11987,1180,15127
LGA63210,8,143,20,176,5,135,16,162,20,281,43,346,32,272,22,334,59,343,36,446,80,510,49,640,62,391,47,497,19,180,18,221,3,39,7,50,306,2301,262,2871,5,139,20,165,11,109,11,132,38,236,20,293,59,274,38,366,101,350,37,484,140,422,36,603,71,330,33,434,24,149,33,205,3,49,8,57,446,2054,236,2731,14,283,46,339,13,249,31,293,57,514,62,637,94,548,57,694,156,694,78,931,222,937,87,1247,132,720,74,926,45,329,49,425,4,88,10,105,750,4360,492,5599
LGA63410,5,26,5,31,4,28,0,24,0,90,15,109,14,86,9,110,10,82,15,102,17,89,13,114,12,97,10,120,4,51,12,64,0,15,0,12,63,564,76,703,0,21,0,21,4,22,0,28,9,76,6,90,15,75,13,104,9,64,9,90,25,91,9,120,28,78,8,116,4,38,12,56,3,16,0,16,98,479,66,640,4,40,5,51,3,46,3,52,6,171,21,202,30,159,26,215,19,149,23,189,46,179,16,236,34,179,21,234,12,86,20,122,5,29,0,33,160,1041,144,1341
LGA63610,59,1166,29,1256,55,914,46,1018,174,2142,91,2411,208,2167,80,2458,365,1965,103,2427,371,1886,91,2355,297,1866,100,2267,172,988,59,1223,41,258,21,319,1750,13352,630,15730,59,1036,33,1130,82,835,38,951,204,2262,88,2555,414,2242,97,2759,612,2065,72,2758,630,1955,77,2658,441,1977,120,2534,197,1058,74,1328,34,418,42,491,2678,13846,635,17165,122,2201,62,2386,138,1752,88,1972,373,4403,180,4959,624,4411,176,5219,978,4032,178,5187,1002,3844,172,5013,741,3843,220,4800,375,2041,135,2553,72,673,64,810,4425,27201,1272,32899
LGA63810,13,297,16,327,13,252,12,274,33,528,31,595,53,498,52,599,97,611,53,762,136,686,47,872,127,793,59,985,64,409,41,509,7,110,22,138,537,4186,344,5069,21,256,13,292,20,241,7,267,79,556,36,670,104,515,25,648,185,601,39,825,221,700,48,970,169,767,74,1011,67,435,47,552,9,173,10,199,882,4244,308,5426,32,556,32,622,34,488,25,547,111,1086,66,1262,152,1018,80,1244,281,1208,96,1584,359,1378,100,1838,299,1564,130,1992,131,843,84,1063,18,285,36,339,1419,8430,652,10491
LGA64010,92,1757,136,1982,117,2144,208,2470,368,4816,390,5568,421,3460,246,4127,538,3352,235,4127,546,3208,201,3953,390,2707,206,3307,211,1625,152,1985,55,507,79,640,2734,23588,1843,28159,118,1755,103,1975,161,1974,171,2301,518,4462,302,5285,721,3414,181,4315,936,3343,190,4471,1006,3118,176,4296,624,3018,216,3864,258,1919,179,2356,53,965,130,1150,4396,23973,1657,30020,207,3509,237,3952,275,4117,379,4770,884,9276,688,10853,1144,6873,429,8447,1472,6706,424,8598,1551,6331,372,8252,1016,5727,424,7171,467,3547,333,4348,114,1473,205,1793,7129,47559,3494,58186
LGA64210,28,530,30,587,28,451,23,498,58,1021,59,1139,95,906,54,1062,181,1045,49,1275,228,1202,67,1493,174,1125,75,1371,80,608,59,751,17,164,13,192,884,7058,429,8366,20,455,29,499,35,467,23,527,111,965,59,1135,184,958,48,1191,311,1050,60,1419,370,1109,89,1563,243,1118,76,1436,83,686,72,839,18,268,21,310,1366,7085,475,8925,51,986,57,1095,64,919,43,1027,168,1982,123,2272,273,1867,108,2244,488,2095,112,2694,592,2310,153,3063,420,2248,147,2813,158,1296,130,1590,34,433,39,503,2255,14139,898,17293
LGA64610,18,321,20,363,16,308,20,346,44,677,34,755,63,565,45,680,107,703,63,878,119,794,62,980,110,812,70,985,55,384,33,470,9,125,18,148,537,4697,370,5608,20,309,27,357,20,293,21,333,87,699,24,816,113,552,41,707,182,685,46,911,228,784,62,1073,142,754,65,962,54,418,49,529,5,137,15,157,862,4629,349,5839,33,630,51,720,39,599,43,675,132,1374,61,1575,179,1119,87,1382,287,1396,107,1787,352,1578,124,2049,251,1564,130,1946,117,807,76,994,12,262,32,311,1398,9323,720,11450
LGA64810,22,415,34,471,18,378,23,421,59,942,61,1066,88,849,63,993,135,767,55,956,184,975,71,1227,140,839,79,1059,69,343,31,448,13,104,14,133,737,5614,428,6768,31,322,31,390,21,354,22,400,95,981,72,1153,190,798,75,1061,205,804,59,1071,297,908,58,1265,186,805,61,1048,54,402,33,493,5,147,18,163,1089,5519,437,7040,58,736,66,862,43,734,42,818,158,1926,132,2217,277,1640,140,2056,346,1570,115,2026,479,1884,129,2484,321,1648,133,2108,126,747,68,936,21,248,28,300,1821,11136,859,13814
LGA65010,16,161,29,208,9,166,17,189,25,301,35,355,48,310,22,379,60,349,38,443,78,431,51,552,67,345,37,449,23,170,19,208,0,25,9,34,324,2249,257,2831,14,153,23,190,14,149,13,181,52,316,24,386,84,253,29,373,118,310,40,466,125,368,36,524,56,277,34,363,20,113,24,156,0,41,3,50,484,1983,232,2694,23,314,59,392,20,317,31,373,74,610,60,746,133,567,51,753,178,653,80,907,196,795,82,1078,126,626,68,820,43,281,41,367,0,72,13,86,805,4234,490,5520
